"Feature","Missing_Rate","Domain"
"AVDELTOT",0.998173932892034,"Psychometric Battery"
"AVDELERR2",0.998173932892034,"Psychometric Battery"
"ANARTERR",0.998173932892034,"Psychometric Battery"
"ANARTND",1,"Psychometric Battery"
"ANART",0.999315224834513,"Psychometric Battery"
"MINTSEMCUE",0.999315224834513,"Psychometric Battery"
"MINTTOTAL",0.999315224834513,"Psychometric Battery"
"MINTUNCUED",0.999315224834513,"Psychometric Battery"
"ID.neuro",0.018488929468158,"Other Metadata"
"SITEID.neuro",0.018488929468158,"Other Metadata"
"USERDATE.neuro",0.018488929468158,"Other Metadata"
"USERDATE2.neuro",0.261127596439169,"Other Metadata"
"DD_CRF_VERSION_LABEL.neuro",0.806665144944077,"Other Metadata"
"LANGUAGE_CODE.neuro",0.806665144944077,"Other Metadata"
"HAS_QC_ERROR.neuro",0.806665144944077,"Other Metadata"
"update_stamp.neuro",0.018488929468158,"Other Metadata"
"ORIGPROT.cdr",0.0739557178726318,"Other Metadata"
"COLPROT.cdr",0.0739557178726318,"Other Metadata"
"PTID.cdr",0.0739557178726318,"Other Metadata"
"VISCODE.cdr",0.0739557178726318,"Other Metadata"
"VISCODE2.cdr",0.0741839762611276,"Other Metadata"
"VISDATE.cdr",0.0739557178726318,"Other Metadata"
"CDSOURCE",0.0826295366354714,"Functional Assessments"
"CDVERSION",0.327094270714449,"Functional Assessments"
"SPID",0.582515407441223,"Functional Assessments"
"CDMEMORY",0.0789774024195389,"Functional Assessments"
"CDORIENT",0.0787491440310431,"Functional Assessments"
"CDJUDGE",0.0787491440310431,"Functional Assessments"
"CDCOMMUN",0.0787491440310431,"Functional Assessments"
"CDHOME",0.0787491440310431,"Functional Assessments"
"CDCARE",0.0789774024195389,"Functional Assessments"
"CDGLOBAL",0.0789774024195389,"Functional Assessments"
"CDRSB",0.0844556037434376,"Functional Assessments"
"ID.cdr",0.0739557178726318,"Other Metadata"
"SITEID.cdr",0.0739557178726318,"Other Metadata"
"USERDATE.cdr",0.0739557178726318,"Other Metadata"
"USERDATE2.cdr",0.348322300844556,"Other Metadata"
"DD_CRF_VERSION_LABEL.cdr",0.807806436886556,"Other Metadata"
"LANGUAGE_CODE.cdr",0.807806436886556,"Other Metadata"
"HAS_QC_ERROR.cdr",0.807806436886556,"Other Metadata"
"update_stamp.cdr",0.0739557178726318,"Other Metadata"
"ORIGPROT.faq",0.311800958685232,"Other Metadata"
"COLPROT.faq",0.311800958685232,"Other Metadata"
"PTID.faq",0.311800958685232,"Other Metadata"
"VISCODE.faq",0.311800958685232,"Other Metadata"
"VISCODE2.faq",0.311800958685232,"Other Metadata"
"VISDATE.faq",0.312029217073727,"Other Metadata"
"SOURCE.faq",0.317050901620635,"Other Metadata"
"FAQFINAN",0.317050901620635,"Functional Assessments"
"FAQFORM",0.31727916000913,"Functional Assessments"
"FAQSHOP",0.317050901620635,"Functional Assessments"
"FAQGAME",0.31727916000913,"Functional Assessments"
"FAQBEVG",0.316594384843643,"Functional Assessments"
"FAQMEAL",0.316594384843643,"Functional Assessments"
"FAQEVENT",0.316594384843643,"Functional Assessments"
"FAQTV",0.316822643232139,"Functional Assessments"
"FAQREM",0.316366126455147,"Functional Assessments"
"FAQTRAVL",0.316822643232139,"Functional Assessments"
"FAQTOTAL",0.319105227117097,"Functional Assessments"
"SPID.faq",0.721296507646656,"Other Metadata"
"ID.faq",0.311800958685232,"Other Metadata"
"SITEID.faq",0.311800958685232,"Other Metadata"
"USERDATE.faq",0.311800958685232,"Other Metadata"
"USERDATE2.faq",0.69459027619265,"Other Metadata"
"DD_CRF_VERSION_LABEL.faq",0.866697101118466,"Other Metadata"
"LANGUAGE_CODE.faq",0.866697101118466,"Other Metadata"
"HAS_QC_ERROR.faq",0.866697101118466,"Other Metadata"
"update_stamp.faq",0.311800958685232,"Other Metadata"
"ORIGPROT.mri",0.278246975576352,"Other Metadata"
"COLPROT.mri",0.278246975576352,"Other Metadata"
"PTID.mri",0.278246975576352,"Other Metadata"
"VISCODE.mri",0.278246975576352,"Other Metadata"
"VISCODE2.mri",0.278246975576352,"Other Metadata"
"IMAGEUID",0.278246975576352,"Neuroimaging"
"FIELD_STRENGTH",0.278246975576352,"Neuroimaging"
"EXAMDATE",0.278246975576352,"Neuroimaging"
"RUNDATE",0.278246975576352,"Neuroimaging"
"STATUS",0.278246975576352,"Neuroimaging"
"FSVER",0.278246975576352,"Neuroimaging"
"OVERALLQC",0.856425473636156,"Neuroimaging"
"TEMPQC",0.856425473636156,"Neuroimaging"
"FRONTQC",0.856425473636156,"Neuroimaging"
"PARQC",0.856425473636156,"Neuroimaging"
"INSULAQC",0.856425473636156,"Neuroimaging"
"OCCQC",0.856425473636156,"Neuroimaging"
"BGQC",0.856425473636156,"Neuroimaging"
"CWMQC",0.856425473636156,"Neuroimaging"
"VENTQC",0.856425473636156,"Neuroimaging"
"HIPPOQC",0.856425473636156,"Neuroimaging"
"ST101SV",0.280073042684319,"Neuroimaging"
"ST102CV",0.303811915087879,"Neuroimaging"
"ST102SA",0.303811915087879,"Neuroimaging"
"ST102TA",0.303811915087879,"Neuroimaging"
"ST102TS",0.303811915087879,"Neuroimaging"
"ST103CV",0.294225062771057,"Neuroimaging"
"ST103SA",0.294225062771057,"Neuroimaging"
"ST103TA",0.294225062771057,"Neuroimaging"
"ST103TS",0.294225062771057,"Neuroimaging"
"ST104CV",0.280073042684319,"Neuroimaging"
"ST104SA",0.280073042684319,"Neuroimaging"
"ST104TA",0.280073042684319,"Neuroimaging"
"ST104TS",0.280073042684319,"Neuroimaging"
"ST105CV",0.280073042684319,"Neuroimaging"
"ST105SA",0.280073042684319,"Neuroimaging"
"ST105TA",0.280073042684319,"Neuroimaging"
"ST105TS",0.280073042684319,"Neuroimaging"
"ST106CV",0.280073042684319,"Neuroimaging"
"ST106SA",0.280073042684319,"Neuroimaging"
"ST106TA",0.280073042684319,"Neuroimaging"
"ST106TS",0.280073042684319,"Neuroimaging"
"ST107CV",0.324126911664004,"Neuroimaging"
"ST107SA",0.324126911664004,"Neuroimaging"
"ST107TA",0.324126911664004,"Neuroimaging"
"ST107TS",0.324126911664004,"Neuroimaging"
"ST108CV",0.303811915087879,"Neuroimaging"
"ST108SA",0.303811915087879,"Neuroimaging"
"ST108TA",0.303811915087879,"Neuroimaging"
"ST108TS",0.303811915087879,"Neuroimaging"
"ST109CV",0.280073042684319,"Neuroimaging"
"ST109SA",0.280073042684319,"Neuroimaging"
"ST109TA",0.280073042684319,"Neuroimaging"
"ST109TS",0.280073042684319,"Neuroimaging"
"ST10CV",0.279160009130336,"Neuroimaging"
"ST110CV",0.292855512440082,"Neuroimaging"
"ST110SA",0.292855512440082,"Neuroimaging"
"ST110TA",0.292855512440082,"Neuroimaging"
"ST110TS",0.292855512440082,"Neuroimaging"
"ST111CV",0.280073042684319,"Neuroimaging"
"ST111SA",0.280073042684319,"Neuroimaging"
"ST111TA",0.280073042684319,"Neuroimaging"
"ST111TS",0.280073042684319,"Neuroimaging"
"ST112SV",0.280073042684319,"Neuroimaging"
"ST113CV",0.280073042684319,"Neuroimaging"
"ST113SA",0.280073042684319,"Neuroimaging"
"ST113TA",0.280073042684319,"Neuroimaging"
"ST113TS",0.280073042684319,"Neuroimaging"
"ST114CV",0.292855512440082,"Neuroimaging"
"ST114SA",0.292855512440082,"Neuroimaging"
"ST114TA",0.292855512440082,"Neuroimaging"
"ST114TS",0.292855512440082,"Neuroimaging"
"ST115CV",0.292855512440082,"Neuroimaging"
"ST115SA",0.292855512440082,"Neuroimaging"
"ST115TA",0.292855512440082,"Neuroimaging"
"ST115TS",0.292855512440082,"Neuroimaging"
"ST116CV",0.303811915087879,"Neuroimaging"
"ST116SA",0.303811915087879,"Neuroimaging"
"ST116TA",0.303811915087879,"Neuroimaging"
"ST116TS",0.303811915087879,"Neuroimaging"
"ST117CV",0.302898881533896,"Neuroimaging"
"ST117SA",0.302898881533896,"Neuroimaging"
"ST117TA",0.302898881533896,"Neuroimaging"
"ST117TS",0.302898881533896,"Neuroimaging"
"ST118CV",0.303811915087879,"Neuroimaging"
"ST118SA",0.303811915087879,"Neuroimaging"
"ST118TA",0.303811915087879,"Neuroimaging"
"ST118TS",0.303811915087879,"Neuroimaging"
"ST119CV",0.302898881533896,"Neuroimaging"
"ST119SA",0.302898881533896,"Neuroimaging"
"ST119TA",0.302898881533896,"Neuroimaging"
"ST119TS",0.302898881533896,"Neuroimaging"
"ST11SV",0.280073042684319,"Neuroimaging"
"ST120SV",0.280073042684319,"Neuroimaging"
"ST121CV",0.280073042684319,"Neuroimaging"
"ST121SA",0.280073042684319,"Neuroimaging"
"ST121TA",0.280073042684319,"Neuroimaging"
"ST121TS",0.280073042684319,"Neuroimaging"
"ST124SV",0.280073042684319,"Neuroimaging"
"ST125SV",0.304268431864871,"Neuroimaging"
"ST127SV",0.280757817849806,"Neuroimaging"
"ST128SV",0.280073042684319,"Neuroimaging"
"ST129CV",0.28052955946131,"Neuroimaging"
"ST129SA",0.28052955946131,"Neuroimaging"
"ST129TA",0.28052955946131,"Neuroimaging"
"ST129TS",0.28052955946131,"Neuroimaging"
"ST12SV",0.294225062771057,"Neuroimaging"
"ST130CV",0.28052955946131,"Neuroimaging"
"ST130SA",0.28052955946131,"Neuroimaging"
"ST130TA",0.28052955946131,"Neuroimaging"
"ST130TS",0.28052955946131,"Neuroimaging"
"ST13CV",0.280073042684319,"Neuroimaging"
"ST13SA",0.280073042684319,"Neuroimaging"
"ST13TA",0.280073042684319,"Neuroimaging"
"ST13TS",0.280073042684319,"Neuroimaging"
"ST14CV",0.280073042684319,"Neuroimaging"
"ST14SA",0.280073042684319,"Neuroimaging"
"ST14TA",0.280073042684319,"Neuroimaging"
"ST14TS",0.280073042684319,"Neuroimaging"
"ST15CV",0.292855512440082,"Neuroimaging"
"ST15SA",0.292855512440082,"Neuroimaging"
"ST15TA",0.292855512440082,"Neuroimaging"
"ST15TS",0.292855512440082,"Neuroimaging"
"ST16SV",0.280073042684319,"Neuroimaging"
"ST17SV",0.280073042684319,"Neuroimaging"
"ST18SV",0.280073042684319,"Neuroimaging"
"ST1SV",0.280073042684319,"Neuroimaging"
"ST21SV",0.280757817849806,"Neuroimaging"
"ST23CV",0.324126911664004,"Neuroimaging"
"ST23SA",0.324126911664004,"Neuroimaging"
"ST23TA",0.324126911664004,"Neuroimaging"
"ST23TS",0.324126911664004,"Neuroimaging"
"ST24CV",0.294453321159553,"Neuroimaging"
"ST24SA",0.294453321159553,"Neuroimaging"
"ST24TA",0.294453321159553,"Neuroimaging"
"ST24TS",0.294453321159553,"Neuroimaging"
"ST25CV",0.292855512440082,"Neuroimaging"
"ST25SA",0.292855512440082,"Neuroimaging"
"ST25TA",0.292855512440082,"Neuroimaging"
"ST25TS",0.292855512440082,"Neuroimaging"
"ST26CV",0.314311800958685,"Neuroimaging"
"ST26SA",0.314311800958685,"Neuroimaging"
"ST26TA",0.314311800958685,"Neuroimaging"
"ST26TS",0.314311800958685,"Neuroimaging"
"ST28SA",0.281899109792285,"Neuroimaging"
"ST29SV",0.293312029217074,"Neuroimaging"
"ST2SV",0.280073042684319,"Neuroimaging"
"ST30SV",0.280757817849806,"Neuroimaging"
"ST31CV",0.303811915087879,"Neuroimaging"
"ST31SA",0.303811915087879,"Neuroimaging"
"ST31TA",0.303811915087879,"Neuroimaging"
"ST31TS",0.303811915087879,"Neuroimaging"
"ST32CV",0.302898881533896,"Neuroimaging"
"ST32SA",0.302898881533896,"Neuroimaging"
"ST32TA",0.302898881533896,"Neuroimaging"
"ST32TS",0.302898881533896,"Neuroimaging"
"ST34CV",0.280073042684319,"Neuroimaging"
"ST34SA",0.280073042684319,"Neuroimaging"
"ST34TA",0.280073042684319,"Neuroimaging"
"ST34TS",0.280073042684319,"Neuroimaging"
"ST35CV",0.324126911664004,"Neuroimaging"
"ST35SA",0.324126911664004,"Neuroimaging"
"ST35TA",0.324126911664004,"Neuroimaging"
"ST35TS",0.324126911664004,"Neuroimaging"
"ST36CV",0.280073042684319,"Neuroimaging"
"ST36SA",0.280073042684319,"Neuroimaging"
"ST36TA",0.280073042684319,"Neuroimaging"
"ST36TS",0.280073042684319,"Neuroimaging"
"ST37SV",0.280757817849806,"Neuroimaging"
"ST38CV",0.324126911664004,"Neuroimaging"
"ST38SA",0.324126911664004,"Neuroimaging"
"ST38TA",0.324126911664004,"Neuroimaging"
"ST38TS",0.324126911664004,"Neuroimaging"
"ST39CV",0.292855512440082,"Neuroimaging"
"ST39SA",0.292855512440082,"Neuroimaging"
"ST39TA",0.292855512440082,"Neuroimaging"
"ST39TS",0.292855512440082,"Neuroimaging"
"ST3SV",0.280073042684319,"Neuroimaging"
"ST40CV",0.302898881533896,"Neuroimaging"
"ST40SA",0.302898881533896,"Neuroimaging"
"ST40TA",0.302898881533896,"Neuroimaging"
"ST40TS",0.302898881533896,"Neuroimaging"
"ST42SV",0.280073042684319,"Neuroimaging"
"ST43CV",0.303811915087879,"Neuroimaging"
"ST43SA",0.303811915087879,"Neuroimaging"
"ST43TA",0.303811915087879,"Neuroimaging"
"ST43TS",0.303811915087879,"Neuroimaging"
"ST44CV",0.294225062771057,"Neuroimaging"
"ST44SA",0.294225062771057,"Neuroimaging"
"ST44TA",0.294225062771057,"Neuroimaging"
"ST44TS",0.294225062771057,"Neuroimaging"
"ST45CV",0.280073042684319,"Neuroimaging"
"ST45SA",0.280073042684319,"Neuroimaging"
"ST45TA",0.280073042684319,"Neuroimaging"
"ST45TS",0.280073042684319,"Neuroimaging"
"ST46CV",0.280073042684319,"Neuroimaging"
"ST46SA",0.280073042684319,"Neuroimaging"
"ST46TA",0.280073042684319,"Neuroimaging"
"ST46TS",0.280073042684319,"Neuroimaging"
"ST47CV",0.280073042684319,"Neuroimaging"
"ST47SA",0.280073042684319,"Neuroimaging"
"ST47TA",0.280073042684319,"Neuroimaging"
"ST47TS",0.280073042684319,"Neuroimaging"
"ST48CV",0.324126911664004,"Neuroimaging"
"ST48SA",0.324126911664004,"Neuroimaging"
"ST48TA",0.324126911664004,"Neuroimaging"
"ST48TS",0.324126911664004,"Neuroimaging"
"ST49CV",0.303811915087879,"Neuroimaging"
"ST49SA",0.303811915087879,"Neuroimaging"
"ST49TA",0.303811915087879,"Neuroimaging"
"ST49TS",0.303811915087879,"Neuroimaging"
"ST4SV",0.280073042684319,"Neuroimaging"
"ST50CV",0.280073042684319,"Neuroimaging"
"ST50SA",0.280073042684319,"Neuroimaging"
"ST50TA",0.280073042684319,"Neuroimaging"
"ST50TS",0.280073042684319,"Neuroimaging"
"ST51CV",0.292855512440082,"Neuroimaging"
"ST51SA",0.292855512440082,"Neuroimaging"
"ST51TA",0.292855512440082,"Neuroimaging"
"ST51TS",0.292855512440082,"Neuroimaging"
"ST52CV",0.280073042684319,"Neuroimaging"
"ST52SA",0.280073042684319,"Neuroimaging"
"ST52TA",0.280073042684319,"Neuroimaging"
"ST52TS",0.280073042684319,"Neuroimaging"
"ST53SV",0.280073042684319,"Neuroimaging"
"ST54CV",0.280073042684319,"Neuroimaging"
"ST54SA",0.280073042684319,"Neuroimaging"
